x1,x2
0.8802,28.9962
5.3980,6.9088
-1.0596,3.8037
6.2360,33.7510
7.0975,31.5366
13.2002,11.5936
5.9059,11.8812
-5.9408,9.6645
1.6933,19.2256
9.3150,14.7978
8.3110,22.8885
3.9217,13.5524
2.9824,9.1738
-1.1430,9.7501
1.6186,2.7269
5.7544,6.8080
-7.7966,10.7258
-2.5175,5.7022
5.3670,7.2286
-0.6487,27.0000
7.7980,12.1328
8.3119,33.2324
-8.3279,16.7415
3.4251,25.0148
2.3848,2.9248
4.2988,32.5213
7.9217,6.2126
3.7853,7.7478
6.2577,29.4075
2.9464,25.3684
4.0901,18.2783
4.7755,14.7736
-0.3501,11.9135
-0.8824,15.2597
-2.0332,19.9006
10.3933,26.0445
8.8964,32.0061
6.9822,16.1180
13.5218,21.6812
-0.8463,-0.1012
7.6564,27.1009
8.3638,7.8702
1.4263,1.3415
-2.9637,22.6457
2.8561,31.4455
-5.7129,1.3959
-2.6499,-1.3479
1.4620,14.3259
0.4448,25.9533
7.6177,25.2845
-0.2744,14.1032
7.8619,19.6961
-3.0579,14.2169
3.9115,26.4867
2.7081,16.2829
5.3147,27.2557
6.5423,26.5377
6.1564,26.5197
6.2224,33.7232
-3.1562,-1.2723
-1.4528,19.3829
5.1539,27.0980
4.5334,7.5247
1.8495,15.3063
-3.9442,5.3042
2.9676,19.7564
1.8082,22.8961
4.8797,20.8417
1.4554,16.9323
3.5321,9.6634
7.4439,31.0005
-12.0258,-1.6906
0.5546,9.7249
-7.5618,15.3743
14.2306,18.1071
15.1215,11.1214
1.8911,5.7769
3.1788,14.4337
-1.7895,-0.6886
2.6748,25.3340
-3.0239,19.2283
6.4621,15.2271
8.2785,21.1503
11.8452,17.4412
-2.4037,15.5059
1.5886,23.4891
2.9912,13.7207
-1.8941,7.4320
5.4737,16.3717
0.8379,27.8545
3.8326,32.6504
3.9796,23.5089
2.2468,11.3331
6.1180,8.6775
0.2498,15.0637
4.7501,21.9200
-1.5533,-1.0318
-3.3789,4.0892
8.0089,19.6045
-2.1747,14.3973
4.8617,13.2851
5.7907,13.6016
4.0068,3.0342
-5.6207,23.7555
1.3345,8.3395
-0.8447,20.1041
-1.1678,18.4754
-3.3570,2.5222
3.7613,2.9603
1.6075,22.0566
8.7645,9.1309
0.2178,6.9821
-5.4404,5.7111
14.6819,30.4051
0.2203,12.7995
9.2472,32.8516
8.1715,10.8557
7.5679,31.2804
-1.0903,16.7114
0.5253,28.1449
-0.9468,2.1756
5.7323,24.3918
6.7132,22.2095
1.7923,15.8189
5.0684,28.9677
6.8604,16.9716
12.9685,29.3443
2.3448,15.6668
0.2345,3.3655
2.6209,10.2436
3.4683,4.9163
0.9324,25.2702
4.1965,12.7529
-4.9545,5.1026
-10.7453,13.7762
5.0915,21.5035
4.3234,9.5036
5.7272,25.7896
5.7817,8.6448
-0.7337,22.8492
-3.1980,4.1947
-0.1854,0.1248
9.1562,29.5089
-8.3976,21.1215
11.6338,27.4894
