x1,x2
12.8802,118.3126
17.3980,107.2166
10.9404,92.1146
18.2360,129.9384
19.0975,154.4197
25.2002,168.5796
17.9059,166.5838
6.0592,50.7413
13.6933,78.0442
21.3150,160.7905
20.3110,124.6109
15.9217,116.7109
14.9824,55.3687
10.8570,77.0280
13.6186,117.5824
17.7544,130.3480
4.2034,43.8714
9.4825,64.2903
17.3670,142.9421
11.3513,111.8061
19.7980,157.5832
20.3119,165.7035
3.6721,33.0903
15.4251,132.4129
14.3848,101.0429
16.2988,128.4734
19.9217,199.5286
15.7853,133.6986
18.2577,137.8606
14.9464,132.0103
16.0901,140.4912
16.7755,121.2237
11.6499,102.9460
11.1176,123.8030
9.9668,57.6562
22.3933,159.8971
20.8964,156.0582
18.9822,136.2827
25.5218,194.9239
11.1537,97.6204
19.6564,174.7843
20.3638,188.8493
13.4263,123.5482
9.0363,73.2841
14.8561,119.9164
6.2871,52.7285
9.3501,70.3876
13.4620,113.6949
12.4448,124.0657
19.6177,169.6163
11.7256,63.0994
19.8619,142.6476
8.9421,63.9526
15.9115,151.1540
14.7081,113.8658
17.3147,162.6584
18.5423,120.6855
18.1564,149.3895
18.2224,176.0165
8.8438,73.0765
10.5472,104.8772
17.1539,130.0192
16.5334,131.1710
13.8495,95.9313
8.0558,78.8987
14.9676,112.3539
13.8082,117.1062
16.8797,107.7260
13.4554,100.1316
15.5321,119.7835
19.4439,178.2490
-0.0258,53.8878
12.5546,137.3052
4.4382,102.3815
26.2306,148.1155
27.1215,175.5732
13.8911,92.1742
15.1788,115.3523
10.2105,76.5954
14.6748,105.8308
8.9761,77.5438
18.4621,123.0299
20.2785,148.4382
23.8452,181.9193
9.5963,66.8190
13.5886,107.6848
14.9912,125.6119
10.1059,67.2072
17.4737,131.1164
12.8379,124.6603
15.8326,112.2774
15.9796,137.7314
14.2468,86.9371
18.1180,112.5592
12.2498,84.1056
16.7501,111.8274
10.4467,84.1902
8.6211,52.4263
20.0089,158.7370
9.8253,87.0578
16.8617,130.8561
17.7907,125.2501
16.0068,116.0101
6.3793,72.7437
13.3345,98.5166
11.1553,103.6998
10.8322,109.2232
8.6430,78.3665
15.7613,105.5568
13.6075,107.9443
20.7645,134.7090
12.2178,95.9477
6.5596,74.6542
26.6819,234.5659
12.2203,102.4191
21.2472,210.1620
20.1715,148.0152
19.5679,138.6941
10.9097,68.4157
12.5253,117.2708
11.0532,64.2234
17.7323,147.0371
18.7132,147.8537
13.7923,112.6384
17.0684,88.6939
18.8604,157.0250
24.9685,197.7155
14.3448,129.3202
12.2345,69.8835
14.6209,138.4861
15.4683,109.5691
12.9324,95.0636
16.1965,82.2899
7.0455,69.3144
1.2547,8.0503
17.0915,131.8376
16.3234,137.5053
17.7272,164.0027
17.7817,120.3605
11.2663,109.7250
8.8020,39.5191
11.8146,68.3199
21.1562,137.5567
3.6024,47.9949
23.6338,173.4077
14.3250,87.6137
11.9762,97.0443
16.9376,123.0905
17.8151,158.6478
12.9400,131.2634
17.4266,146.4515
15.7518,104.2690
0.0420,13.5841
7.9867,86.1521
14.2103,117.9076
12.9282,98.8831
7.6201,50.9620
19.6002,124.1982
26.7268,175.5322
9.7134,82.1740
5.5804,49.3914
19.5915,150.1410
13.4479,118.7840
18.2758,127.7530
8.9175,62.7996
22.1511,164.1259
15.3494,92.1587
23.1972,177.9899
17.1784,113.3131
9.5572,69.7859
11.7864,139.5919
22.5721,181.7396
15.7361,142.4707
6.7348,84.4532
6.1893,48.4488
19.7786,164.2676
11.8783,111.1838
23.6120,176.3345
16.3746,150.5073
12.1875,92.7645
9.0285,54.9828
28.5856,184.4407
12.3741,85.4605
15.4350,126.9757
18.9895,152.4146
16.2588,120.2968
13.6406,109.0718
19.2486,173.7000
16.4372,146.4240
8.4816,59.5688
15.7156,138.0376
11.4288,74.8778
17.4859,162.5737
10.1667,90.9846
14.8709,128.6278
14.1310,61.8989
18.9680,121.4099
18.0120,120.1591
11.5089,57.8180
26.7020,189.2217
9.2865,98.1466
14.5553,141.4592
6.4221,24.8167
11.6291,109.9077
23.9956,184.4742
14.8496,126.6261
13.7143,119.6967
18.3714,133.7955
9.9196,100.7323
13.7457,113.5659
18.7998,152.1680
25.4022,174.8668
14.3036,86.9074
19.5328,140.8153
19.3568,122.1016
15.7730,139.8080
11.9105,141.1524
7.3091,80.5532
11.3345,130.9899
7.6921,70.3505
17.7757,116.7854
15.8853,131.0921
7.2386,52.5132
21.8735,159.5642
19.2652,145.8978
14.3054,75.0988
21.5051,167.0692
16.0545,110.0989
17.0382,124.9019
18.9296,167.8394
22.2742,150.3850
23.0798,161.0014
6.9904,54.4387
10.3139,70.7724
12.4012,109.8182
19.6245,147.1742
13.8725,91.7566
18.8406,126.0449
9.0809,85.7231
12.9008,108.0720
13.4269,80.2675
18.2046,110.6039
13.0269,100.0147
18.5709,153.3339
21.0185,181.3949
22.5152,194.8912
12.4098,125.0722
14.1422,134.4331
16.4239,111.0898
20.1414,141.0303
21.5590,164.7398
19.9277,179.5988
13.8758,109.4655
11.3341,33.6349
13.8450,121.6777
11.6586,105.0521
13.8303,142.4828
19.9007,184.4139
18.3374,110.2956
16.6409,105.2441
14.2462,146.4828
17.0087,99.3637
15.1826,120.7877
13.1574,157.6008
17.7656,142.3651
20.9310,176.3883
20.7245,114.9257
9.5648,69.1743
12.5932,92.9021
18.8442,152.5326
9.0323,64.2805
11.3594,96.6836
18.3478,179.3804
14.0866,92.0540
17.5520,129.3581
3.8537,36.2502
20.5831,180.0687
19.2263,146.7410
10.6918,64.4017
21.1399,134.4805
11.5249,78.0482
19.8400,90.3204
12.3181,121.1534
9.1855,72.7500
15.1223,110.8975
6.5677,44.2893
25.3831,192.2292
18.0526,115.3000
6.5298,15.1099
16.2765,140.4340
24.4607,141.0281
15.4985,113.4785
17.5619,106.3300
21.3580,130.8491
12.1397,78.4421
20.9706,166.7279
19.2174,114.4549
15.3623,106.2998
13.4613,129.7945
9.8486,70.4382
