x1,x2
10.3237,37.7980
8.0074,28.8252
16.2923,35.7225
8.2437,34.4298
9.3288,33.0633
13.7474,35.3395
6.2723,36.2366
7.2251,29.2332
9.5628,29.6924
8.0104,21.9477
5.4217,27.4173
8.3854,37.7227
7.9235,24.4054
10.8104,34.9783
4.0056,36.1326
6.8995,23.9314
12.4542,35.2921
14.5720,33.1469
4.4665,39.5092
10.9345,27.7659
6.0582,35.1350
6.4294,36.8791
6.3844,27.5815
7.7325,24.4738
11.9893,27.3648
11.1373,33.0566
9.1774,25.1477
7.9101,37.1700
9.0099,25.9038
8.6822,35.2807
11.3792,26.4209
7.1053,30.0864
8.9814,37.4837
8.6968,29.7079
8.8431,32.4838
9.7477,26.8562
9.5930,29.3715
13.0045,21.2283
8.7394,30.3953
13.6846,28.9831
8.0824,25.9797
7.5668,23.4575
9.3022,26.8133
10.0663,25.8970
9.8088,27.2508
12.8759,36.1751
12.4180,37.9120
10.4833,38.3007
7.9910,28.4311
8.6982,37.9690
13.2402,31.7416
9.6638,39.9322
5.0677,22.4853
6.9313,35.1366
7.2675,31.7654
12.4566,30.2913
8.6785,35.1643
15.7803,36.6656
10.9699,36.6218
9.3744,26.8824
7.6929,27.6135
11.9165,31.9057
8.2779,20.8574
6.5276,36.2941
10.7044,31.7205
9.0383,28.8701
12.5672,32.7627
8.7792,39.1070
0.4209,36.0842
11.3681,33.1230
3.3668,24.1508
13.6163,39.4347
14.4641,27.7423
7.7189,38.1047
5.5059,30.0211
4.8088,33.4482
11.6180,37.7481
8.3936,21.1677
7.2049,25.8949
8.2697,23.5539
15.2655,20.9313
10.0408,26.8362
11.2372,38.3080
11.3307,25.0543
12.0553,22.2608
12.1841,38.8369
6.8686,29.8662
8.3544,29.4358
6.7177,33.7569
6.8665,36.3417
12.4245,24.5381
7.4947,24.0471
8.7625,28.4900
6.9215,36.9519
7.2198,38.5424
11.3647,23.8081
7.6637,33.7892
7.5536,28.9174
10.4807,37.5622
10.5015,25.9122
11.3773,25.4041
9.5123,20.4386
3.7388,37.4270
10.8909,23.3212
10.4950,25.5706
12.0544,24.9266
6.4606,38.4410
16.5624,21.6326
5.3028,26.7332
11.1809,33.6087
9.1379,23.3113
7.5386,31.5532
11.4484,28.4931
8.1557,20.2628
1.9931,32.1321
5.4982,26.9383
10.3730,24.2305
15.7139,39.5030
4.5562,36.7796
8.9492,28.9742
13.3522,26.4250
10.8206,20.2820
7.8731,34.5614
4.7342,25.3265
3.6565,30.2338
6.7563,32.5204
7.8948,35.0581
2.2526,23.1629
3.9190,21.8263
9.9109,35.4813
7.7730,21.0292
6.7355,28.1323
7.7774,20.7205
6.5621,24.1558
11.7825,23.7880
13.9199,36.7980
15.2208,34.8588
11.1294,24.8935
11.2415,31.7234
13.3893,29.8920
14.2153,21.8232
13.3956,27.1564
12.6369,35.0140
7.0960,22.5754
4.2009,24.7980
11.6315,27.1285
8.7185,20.0804
8.8330,35.4691
6.3317,27.9018
5.0971,32.7733
13.2065,30.5207
10.3953,35.5874
5.8049,33.1769
10.1713,27.9751
9.9168,22.4732
10.5655,28.4801
15.6998,20.1058
8.8959,21.5633
5.1611,36.5962
9.1096,30.3354
7.0609,35.7789
10.6457,34.7822
9.6316,30.5560
10.0395,34.5459
7.2988,38.8765
10.2410,38.9685
7.4692,25.0886
10.5518,38.1677
8.0970,29.4205
5.6448,24.1677
10.4956,28.2030
6.8817,31.6786
13.3316,37.7800
10.3289,38.0675
10.4031,31.1955
9.3040,36.1432
8.8219,30.5823
1.8399,21.9015
