x1,x2
39.1052,315.9193
31.1226,326.5349
36.6976,228.5256
31.1244,292.5167
35.0886,309.3526
34.0559,295.6578
31.8085,267.9204
34.1490,301.1472
38.6592,223.2916
32.8384,321.1249
34.1498,316.2004
40.1406,248.1194
30.4108,338.7399
33.4478,245.3937
41.8466,250.3333
31.7560,260.3037
32.9682,272.3954
32.5345,327.6952
30.8292,275.1583
36.4589,280.1006
39.2104,242.7818
30.3702,334.1821
36.4058,295.6701
36.0329,302.3493
33.5179,306.2831
32.2453,269.1471
44.2918,289.8941
31.7149,266.1234
30.3910,259.0865
30.5686,274.9651
34.1215,257.2067
40.8207,268.7149
33.3923,287.5870
44.9370,274.9953
41.9294,269.7185
36.9417,252.3793
31.1722,288.7279
31.4309,307.4886
35.7874,230.4150
32.3385,262.2503
35.5232,246.4419
36.9265,325.4614
30.0805,318.8280
42.5387,276.6038
32.9989,235.1006
35.0239,258.3487
36.5094,306.0720
35.9852,264.0933
30.9288,291.7198
32.6619,326.3209
31.5465,251.0246
33.4272,272.4274
32.6110,329.3780
30.8575,248.7191
38.8933,237.3648
31.9046,334.1435
37.9024,312.7564
31.7971,244.2509
34.0049,257.8135
30.8734,284.3300
47.4982,265.1379
32.9058,261.7793
37.2533,282.3960
37.9989,260.0262
31.2852,261.0501
35.1512,264.8651
35.5505,234.2120
30.7984,247.6697
45.1690,263.6067
30.0245,264.8327
31.1834,249.2055
40.8364,309.8406
30.4177,261.4119
30.2911,330.7982
33.4514,308.3340
31.0616,313.2674
41.6070,220.9708
31.4065,335.5609
35.3730,231.4785
30.2026,256.5883
33.0702,317.2832
33.5890,310.5085
32.1510,287.0822
33.1291,271.8443
33.7107,273.1070
33.6923,285.5398
34.3208,302.4380
30.0632,302.4375
33.2037,319.5214
30.5481,276.3386
35.3029,270.1140
31.3230,238.9915
35.2292,302.0131
34.4419,237.8347
32.6170,235.9095
30.7883,320.8244
30.5630,337.0280
33.4587,251.0658
31.1447,239.4008
39.0993,266.1430
40.3863,304.7004
38.5328,289.4415
43.9436,259.7638
32.5050,282.2992
36.7618,281.0010
30.6431,317.8758
31.6412,284.6750
32.0990,314.2533
30.9207,311.3524
30.4463,313.1417
31.6852,334.5214
36.1383,230.8467
40.2656,287.4683
36.8906,304.5198
31.5475,251.4092
33.7466,279.2125
30.6112,265.6613
32.0267,294.8768
31.5419,309.0174
32.1246,293.8372
30.3747,292.2957
36.6191,250.7314
32.1981,321.5698
38.0205,246.3838
41.2607,248.6008
41.6146,285.6624
34.0012,259.1499
33.1117,235.5645
37.7139,239.4160
32.3312,276.0328
49.3668,203.1465
30.2037,317.7981
36.1144,298.9214
36.5987,262.4816
31.7411,287.7022
30.8694,268.7598
36.4736,284.3478
30.9528,312.6846
32.2881,274.1800
41.9431,245.3067
39.9682,261.8641
35.9360,319.0212
33.3463,333.1993
35.7587,297.5600
32.8740,266.7863
30.2133,254.2231
30.1718,289.2859
34.6519,292.6794
31.3795,237.4261
33.8711,253.7723
33.5758,279.5092
32.7972,287.4708
42.0588,248.8220
36.0052,259.8166
30.9752,238.8144
36.7450,318.8098
32.2265,260.2315
31.2833,306.4180
32.7051,298.8991
33.9304,248.3797
33.2850,234.5214
36.6490,296.4733
30.0910,249.8040
30.8630,261.0392
65.1685,201.3942
36.2387,294.6153
30.7445,280.6620
47.7784,292.3716
36.6803,243.7582
30.6961,325.2175
31.3627,295.5234
39.7341,313.1223
35.0905,239.2803
44.7591,278.4122
33.3291,291.7093
33.1787,282.1903
30.2839,324.1649
32.0058,276.5528
34.8930,297.7687
31.7892,283.1733
35.5577,239.5558
37.9617,252.1067
37.6601,232.9748
33.8786,314.3014
50.3884,231.9412
33.3692,261.8307
39.6502,291.6927
34.0987,291.6009
75.3166,170.9577
48.9532,274.6953
42.6517,230.0220
36.4360,305.0043
31.6858,258.0727
38.9909,222.8668
41.9170,293.1646
34.6080,320.7836
32.5872,299.3112
36.6486,252.9803
37.9651,258.1684
33.7268,310.6109
40.9296,294.4993
35.0020,287.6053
30.8757,247.0792
40.8074,266.5551
37.1986,275.2582
35.8466,301.3854
37.7250,270.5757
30.3717,310.0445
38.8586,241.9670
50.7480,206.8870
57.3854,230.2704
76.0803,201.2920
49.8892,263.7040
34.2318,326.9789
31.8663,298.2432
37.5738,239.9847
30.6594,262.2886
37.9377,265.0758
31.6671,276.2438
39.9834,234.5598
30.0834,316.6612
35.0137,290.9504
41.9817,301.5964
44.9815,252.1206
38.4250,253.1090
35.6771,300.6457
35.7490,315.4973
31.3684,263.0273
34.9304,287.5110
33.2228,265.6436
36.1716,320.9539
41.5382,233.8682
51.6864,238.6288
33.7886,288.9737
34.7314,242.3962
31.2622,265.5911
51.6493,205.8080
30.3374,251.4970
39.1391,269.7940
37.1930,321.7778
50.7653,238.6044
35.1938,253.9706
37.6339,246.5394
51.1630,206.1675
32.7903,303.7363
34.6914,278.1355
32.8440,250.2817
34.3767,289.8235
39.1842,240.3623
54.9662,226.2524
38.5476,287.0855
34.1902,246.7246
35.1117,287.4221
51.6153,217.8503
37.2231,235.8760
45.4178,236.5083
48.0134,220.7733
40.5187,275.0456
38.5663,250.7467
38.3052,319.1496
34.4971,308.1335
33.4391,325.7598
45.8937,240.3644
33.4067,325.6555
67.9269,238.2378
40.2958,260.1480
