x1,x2
19.2484,1.4779
8.4186,0.9340
17.5465,1.0204
8.4236,0.5116
15.8559,2.9261
14.4464,0.8814
10.1598,3.1989
14.5856,0.4270
18.9917,7.1122
12.3637,2.4807
14.5869,0.6640
19.7631,3.0118
6.3407,1.5521
13.4695,3.2207
20.4097,4.7911
10.0346,2.6762
12.6107,1.3822
11.7599,0.9156
7.5980,1.5975
17.3287,6.5094
19.3057,3.7147
6.2132,1.3595
17.2788,2.1328
16.9132,1.2556
13.5882,2.1664
11.1502,0.4018
21.0248,7.2697
9.9358,1.2801
6.2787,0.1419
6.8274,0.9786
14.5448,0.4870
20.0476,4.7894
13.3742,1.1258
21.1429,1.3054
20.4359,6.1855
17.7586,2.8272
8.5527,0.3017
9.2310,1.3849
16.6573,2.7248
11.3506,1.2644
16.3674,2.0874
17.7458,5.9520
5.2717,1.3084
20.6153,0.6858
12.6681,0.6712
15.7758,2.8160
17.3756,2.1243
16.8645,3.2586
7.8819,0.5338
12.0175,1.6750
9.5228,2.1656
13.4343,0.2590
11.9154,3.9375
7.6791,0.4674
19.1293,4.8870
10.3851,0.9882
18.5001,8.7763
10.1326,0.7055
14.3690,1.6486
7.7247,0.5810
21.4865,3.9460
12.4928,0.1813
18.0149,1.8566
18.5670,4.5226
8.8532,1.0950
15.9323,4.1394
16.3980,1.7821
7.5089,1.0558
21.1818,0.9494
5.0830,2.2660
8.5828,0.7706
20.0537,0.8545
6.3624,2.6266
5.9615,0.7483
13.4756,1.0518
8.2521,0.6641
20.3317,1.3438
9.1684,0.6205
16.1956,0.3886
5.6752,1.4197
12.8003,9.2552
13.7069,2.0082
10.9435,0.3281
12.9081,0.2383
13.9064,1.5796
13.8766,1.5067
14.8360,0.6071
5.2136,1.3080
13.0427,0.5435
6.7650,2.3912
16.1137,2.3496
8.9523,0.1398
16.0263,0.4991
15.0076,0.5885
11.9275,0.6231
7.4797,1.0267
6.8105,1.4466
13.4880,3.3723
8.4785,1.6820
19.2452,7.5316
19.8704,0.8776
18.9147,1.5453
20.9545,1.8127
11.6993,1.2746
17.6033,2.4669
7.0518,0.6414
9.7568,0.4006
10.8280,2.9010
7.8590,0.4576
6.4515,0.7368
9.8641,0.9648
17.0194,0.7998
19.8183,2.7952
17.7151,4.7088
9.5252,2.6841
13.9642,5.2609
6.9562,1.4462
10.6653,6.0411
9.5113,2.5629
10.8849,17.0620
6.2273,0.4521
17.4760,2.7056
11.0473,6.7386
18.5818,6.7265
20.2120,0.6756
20.3342,2.3537
14.3633,1.2156
12.8763,3.4951
18.3656,1.4799
11.3350,0.6372
21.6466,3.2258
5.6786,0.4879
16.9955,4.1485
17.4575,0.6606
9.9990,1.6300
7.7133,0.2654
